temperature_K,luminosity
5621.780831931537,12.430401086355435
9655.000144869413,4.0577856225741105
8123.957592679835,0.8483652067182311
7190.609389379256,27.63026556593471
4092.1304830970557,11.329050629496727
4091.9616423534185,0.3075040344120468
3406.585285177396,54.04823964051237
9063.233020424546,29.35024485908389
7207.805082202462,70.69679730050326
7956.508044572319,15.036907396360977
3144.091460070617,6.922223028537116
9789.368965133961,1.7977492194881808
8827.098485602952,62.832660613842165
4486.373774747933,39.64529634406676
4272.774770449704,0.13666459236837378
4283.831568974037,0.11997780810988
5129.695700716764,1.3470698026386343
6673.295021425665,27.01842272864323
6023.615130494811,91.58585158712823
5038.6039813862935,0.2826510956765526
7282.970263056656,6.058877139402058
3976.4570245642926,1.3889050912651797
5045.012539746527,81.23500161567046
5564.532903055842,33.60135332969061
6192.489889519252,32.73302288546507
8496.231729751094,2.547296385667094
4397.716475108518,1.7557331414514508
6599.641068895281,0.6610300699552027
7146.901982034297,0.14761364011262926
3325.152889039984,39.27960653222747
7252.813963310068,27.460157724496035
4193.668865811041,99.80516566417309
3455.3611508969566,97.70358765701471
9642.198760773334,4.637619535713969
9759.424231521916,20.275064549386634
8658.781436815229,68.2805781344288
5132.296384213595,35.395020812446255
3683.704798044687,0.5521337631955674
7789.631185585098,2.2471517740342373
6081.067456177209,0.24404968163647497
3854.2676439134516,72.80363803561531
6466.238370778891,6.584516697990206
3240.719647806529,0.4852085180693701
9365.242814551475,10.353854394033835
4811.459871200119,7.151295457181826
7637.655990477874,1.1871023209662326
5181.977532625877,0.21911533674189185
6640.476148244676,10.34474016673446
6826.971955402958,3.6385060610699687
4293.981188678689,20.746993706643494
9787.09239435191,3.634883561040021
8425.929763527802,36.02006572699512
9576.492590949323,4.526062182441457
9263.791452993542,4.817413380946823
7185.299851677596,42.654102473476584
9453.119645161818,1.6234861897604038
3619.4475143634363,0.2523746242515087
4371.880036934016,0.12199668475623267
3316.5910223737665,18.42518117697578
5277.3123153428505,7.25986682475567
5720.741027826374,12.949091638211229
4899.4432224172715,0.43540407017515775
8801.162564063505,0.2565159809003722
5497.273286855125,0.11056915662856472
4966.541567811665,1.1265816586723025
6798.87258210774,5.885089345740332
3986.4695748233385,1.5022151421368917
8615.378865278277,2.0531693199466847
3521.8545057583956,51.57937596208981
9908.20855620362,1.1085783711666661
8405.713385076602,3.4831202446644207
4391.009770739207,22.436702953614148
3038.6548198652167,1.5474917663181318
8708.229999183839,7.349539031752694
7948.00140693332,38.644805536726246
8103.050176286911,70.56053596739235
8398.89242680162,0.2761979448859578
3518.3125621386325,60.22306787169712
5509.260099809908,2.9946693607635124
3811.083416675908,0.5952962748435575
9041.723981129155,2.3845545870139886
7363.086887792905,87.11595980645573
5316.286173968544,3.0050678486179927
3444.9084520021656,0.9688461791333591
5176.876252009635,7.946988104669661
5276.283254187229,0.5253356290859249
8107.243248366449,0.16888457462797188
7462.902299486492,0.24357862005285422
9210.489198034285,0.24217957731734732
6305.504476133645,0.28556704038439823
3837.1597215681118,0.26090446888493457
7992.713510560965,8.368049381923887
8325.495340318283,0.35126934685242117
6928.940382986473,1.0889347318773483
8396.770259681927,49.01908831315694
6456.569174550736,2.641708665463024
6659.129805673959,10.061742891321545
5992.787128509847,0.3288210513615224
3177.9338872086664,0.37745662852119527
3755.239988953131,0.1326190305257259
3220.00429980714,0.3212219315322683
7454.872878846463,0.6851268962527158
5200.491867534287,0.3396498701004282
6559.994838152919,0.1845472598831161
9352.96531748265,0.23009522878251257
4745.045604042125,2.4117723070020483
5872.680461249408,0.4159117168120247
8288.85796980134,1.2382535539666997
4601.587158441357,3.237813373628106
3538.8593688015508,11.781063202742123
5028.260170396376,0.13120078077267536
4128.549010778031,25.016767752510134
9507.883566398012,7.650699925531627
8656.84265695092,0.17590455917492528
7433.826295572964,41.757632931184546
9100.224131314024,57.89181979829949
8625.704538293801,0.1524873719303969
4305.990412202251,0.67706902278608
9247.912989429844,26.218258396521797
6775.395693409555,17.57029572498955
8652.081086148437,0.3577363388951147
9272.639099464453,0.4246664679034296
5226.024324803047,1.2924576110615493
3770.363471693737,2.841639333505349
4595.546137793592,7.157548748539429
5989.754520383794,1.278618308253696
8726.103361457452,2.4412044244324678
9025.114082794404,17.47482416158522
3048.664913718335,0.12883967145102268
6575.23111804296,0.5718878014855692
5921.877022041453,13.805392471755741
4554.754673295111,48.4864639812996
3839.05757133578,3.427933011298978
5363.306199825396,3.9476664961028916
9600.367927387633,0.2096602184773937
5262.420524145286,2.1990601088151416
6631.534352203563,3.9614282959718445
7921.132712266245,0.5338404905313885
5545.407216655058,0.6422878295869769
9802.474579046724,1.3547291924247344
9737.131064594778,0.11487184416481937
4762.4760707775495,0.9252039894137949
6480.7395412466985,0.4308677819182365
5106.148168717387,0.9604882504090116
4993.883460642273,0.2287106538387775
3258.2086314817298,46.94418916845852
